AdultAge,Workclass,Education,Martial_Status,Relationship,Race,Sex,Continent,Target
>50 and <=60, Private, Assoc-acdm, Divorced, Unmarried, White, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Self-emp-not-inc, Assoc-voc, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Private, Bachelors, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,Asia, <=50K
<=25, Private, Bachelors, Never-married, Own-child, White, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40,Never-worked, Assoc-voc, Married-civ-spouse, Wife, White, Female,North America, <=50K
>40 and <=50, State-gov, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>70 and <=80, Private, Masters, Never-married, Not-in-family, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Divorced, Not-in-family, White, Male,North America, <=50K
>30 and <=40, State-gov, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Masters, Married-spouse-absent, Not-in-family, White, Male,North America, <=50K
>40 and <=50,Never-worked, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, 7th-8th, Divorced, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Local-gov, Prof-school, Never-married, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Self-emp-not-inc, HS-grad, Divorced, Not-in-family, White, Male,North America, >50K
>50 and <=60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>70 and <=80, Private, Prof-school, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40,Never-worked, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
<=25,Never-worked, Bachelors, Never-married, Own-child, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Unmarried, White, Male,North America, <=50K
>80,Never-worked, 10th, Widowed, Not-in-family, White, Male,North America, <=50K
>60 and <=70, Local-gov, Bachelors, Never-married, Not-in-family, Black, Female,North America, <=50K
>40 and <=50,Never-worked, HS-grad, Divorced, Not-in-family, Black, Female,North America, <=50K
<=25,Never-worked, HS-grad, Never-married, Own-child, White, Female,North America, <=50K
>50 and <=60, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Local-gov, Some-college, Married-civ-spouse, Husband, Black, Male,North America, <=50K
<=25, Private, Masters, Never-married, Own-child, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
<=25, Local-gov, 11th, Never-married, Own-child, White, Male,North America, <=50K
<=25,Never-worked, HS-grad, Never-married, Own-child, White, Female,North America, <=50K
>60 and <=70,Never-worked, Assoc-voc, Widowed, Not-in-family, White, Female,North America, <=50K
>25 and <=30, Private, Masters, Never-married, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Some-college, Never-married, Not-in-family, White, Male,North America, <=50K
>50 and <=60, State-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70,Never-worked, Some-college, Married-civ-spouse, Wife, White, Female,North America, >50K
>50 and <=60, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Assoc-voc, Separated, Unmarried, White, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, Assoc-voc, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Masters, Married-civ-spouse, Wife, White, Female,North America, >50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>25 and <=30, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Assoc-acdm, Never-married, Not-in-family, Black, Male,Antarctica, >50K
<=25, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Divorced, Unmarried, White, Female,North America, <=50K
>30 and <=40, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Divorced, Unmarried, White, Female,North America, <=50K
>60 and <=70, Self-emp-not-inc, Some-college, Widowed, Unmarried, White, Female,North America, <=50K
>30 and <=40, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
<=25,Never-worked, Some-college, Separated, Unmarried, White, Female,North America, <=50K
>50 and <=60, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Self-emp-not-inc, 11th, Divorced, Not-in-family, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,North America, <=50K
>40 and <=50, Local-gov, Some-college, Married-civ-spouse, Husband, Black, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Divorced, Unmarried, White, Male,North America, <=50K
>30 and <=40, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Self-emp-not-inc, HS-grad, Married-spouse-absent, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, Some-college, Married-civ-spouse, Wife, White, Female,North America, <=50K
>50 and <=60, Private, 10th, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Self-emp-not-inc, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, 5th-6th, Separated, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Not-in-family, White, Female,North America, <=50K
<=25, Private, HS-grad, Never-married, Other-relative, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Local-gov, Masters, Divorced, Not-in-family, Amer-Indian-Eskimo, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,North America, <=50K
<=25, Private, Assoc-acdm, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, Black, Female,North America, <=50K
>30 and <=40, Private, 12th, Never-married, Own-child, White, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Local-gov, Bachelors, Never-married, Own-child, White, Male,North America, >50K
>40 and <=50, Local-gov, Masters, Separated, Unmarried, Black, Female,North America, <=50K
<=25, Local-gov, Bachelors, Never-married, Own-child, Asian-Pac-Islander, Female,Asia, <=50K
>50 and <=60,Never-worked, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,North America, >50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>70 and <=80,Never-worked, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>50 and <=60,Never-worked, HS-grad, Widowed, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Divorced, Not-in-family, White, Female,North America, <=50K
>25 and <=30, Private, Some-college, Divorced, Own-child, White, Female,North America, <=50K
<=25, Self-emp-inc, 10th, Never-married, Own-child, Black, Male,North America, <=50K
>30 and <=40, Private, Assoc-voc, Never-married, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,North America, >50K
<=25, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Divorced, Not-in-family, White, Female,North America, <=50K
>30 and <=40, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Some-college, Never-married, Not-in-family, White, Male,North America, <=50K
<=25, Private, Bachelors, Never-married, Own-child, White, Female,North America, <=50K
>50 and <=60, Private, Some-college, Widowed, Unmarried, White, Female,North America, <=50K
>50 and <=60, State-gov, Masters, Divorced, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, Some-college, Never-married, Not-in-family, Black, Male,North America, <=50K
>40 and <=50, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, >50K
>25 and <=30, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Other-relative, Other, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Local-gov, Some-college, Divorced, Unmarried, White, Female,North America, <=50K
<=25, Local-gov, Bachelors, Never-married, Own-child, White, Female,North America, <=50K
>40 and <=50, Self-emp-not-inc, Some-college, Divorced, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, <=50K
>70 and <=80, Self-emp-not-inc, HS-grad, Divorced, Not-in-family, White, Male,North America, <=50K
>70 and <=80,Never-worked, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Local-gov, Masters, Never-married, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Widowed, Unmarried, Black, Female,North America, <=50K
>30 and <=40, State-gov, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Divorced, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, >50K
>25 and <=30, Private, Some-college, Never-married, Not-in-family, White, Female,North America, <=50K
<=25,Never-worked, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, Black, Male,North America, >50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>25 and <=30, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Bachelors, Never-married, Own-child, White, Male,North America, <=50K
>50 and <=60, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband, White, Male,Europe, >50K
>30 and <=40, Self-emp-not-inc, 7th-8th, Never-married, Unmarried, Black, Male,North America, <=50K
>30 and <=40, Private, Prof-school, Married-civ-spouse, Husband, White, Male,Antarctica, <=50K
>50 and <=60, Private, 12th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,Europe, <=50K
>30 and <=40, Federal-gov, HS-grad, Divorced, Unmarried, White, Female,North America, <=50K
>40 and <=50, Local-gov, Prof-school, Married-civ-spouse, Wife, White, Female,North America, >50K
>40 and <=50, Self-emp-inc, 5th-6th, Married-civ-spouse, Husband, White, Male,Antarctica, >50K
>70 and <=80, Federal-gov, Some-college, Widowed, Not-in-family, White, Female,North America, <=50K
<=25, Private, HS-grad, Separated, Own-child, White, Female,North America, <=50K
>25 and <=30, Local-gov, Assoc-acdm, Divorced, Unmarried, White, Female,North America, <=50K
>30 and <=40, State-gov, Some-college, Divorced, Unmarried, White, Female,North America, <=50K
>30 and <=40, Private, 12th, Divorced, Unmarried, Black, Female,North America, <=50K
>70 and <=80,Never-worked, HS-grad, Widowed, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, State-gov, Masters, Married-civ-spouse, Wife, White, Female,North America, >50K
>50 and <=60, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Divorced, Own-child, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, Black, Male,North America, <=50K
>50 and <=60, Local-gov, HS-grad, Married-civ-spouse, Wife, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Divorced, Unmarried, Black, Male,North America, <=50K
>50 and <=60, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Assoc-voc, Never-married, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, 10th, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, 10th, Married-civ-spouse, Wife, White, Female,North America, <=50K
<=25,Never-worked, 10th, Separated, Unmarried, White, Female,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, Some-college, Married-civ-spouse, Husband, White, Male,Europe, <=50K
>40 and <=50, Private, HS-grad, Divorced, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, Some-college, Divorced, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Local-gov, Bachelors, Divorced, Unmarried, Black, Female,North America, <=50K
>50 and <=60, Self-emp-inc, Prof-school, Married-civ-spouse, Husband, White, Male,Europe, >50K
>50 and <=60, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>50 and <=60, Self-emp-not-inc, Masters, Widowed, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, 5th-6th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
<=25, Private, HS-grad, Married-civ-spouse, Own-child, White, Female,Antarctica, <=50K
>40 and <=50, Private, Assoc-acdm, Divorced, Not-in-family, White, Female,North America, <=50K
>60 and <=70, State-gov, Doctorate, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, 7th-8th, Never-married, Other-relative, White, Male,North America, <=50K
>50 and <=60, Private, 11th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Bachelors, Divorced, Not-in-family, White, Male,North America, >50K
>30 and <=40, Local-gov, Bachelors, Divorced, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Self-emp-inc, Bachelors, Divorced, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Wife, White, Female,North America, >50K
>50 and <=60, Self-emp-not-inc, 10th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, 1st-4th, Married-spouse-absent, Other-relative, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Widowed, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, Assoc-acdm, Never-married, Not-in-family, White, Male,North America, <=50K
>50 and <=60, Private, Some-college, Married-civ-spouse, Wife, White, Female,North America, >50K
>30 and <=40, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, 5th-6th, Married-spouse-absent, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Self-emp-not-inc, Masters, Never-married, Not-in-family, White, Male,North America, <=50K
>60 and <=70, Private, HS-grad, Divorced, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Some-college, Married-civ-spouse, Husband, Black, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Unmarried, Black, Female,North America, <=50K
>40 and <=50, Private, 11th, Never-married, Not-in-family, Black, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Masters, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Divorced, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, Assoc-voc, Married-civ-spouse, Wife, White, Female,North America, <=50K
>25 and <=30, Private, Masters, Never-married, Not-in-family, White, Female,North America, <=50K
>25 and <=30,Never-worked, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Self-emp-inc, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, HS-grad, Never-married, Own-child, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, Amer-Indian-Eskimo, Female,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Private, 9th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Self-emp-not-inc, Some-college, Separated, Not-in-family, Asian-Pac-Islander, Male,Asia, <=50K
<=25, Private, Bachelors, Never-married, Own-child, White, Female,North America, <=50K
>50 and <=60, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Private, Some-college, Widowed, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, 11th, Divorced, Not-in-family, Black, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
<=25, Private, Masters, Never-married, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Wife, White, Female,North America, <=50K
>30 and <=40, Federal-gov, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Divorced, Not-in-family, White, Male,North America, <=50K
<=25,Never-worked, Some-college, Never-married, Own-child, White, Male,North America, <=50K
<=25, Private, 11th, Never-married, Not-in-family, Black, Female,North America, <=50K
>40 and <=50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Private, HS-grad, Widowed, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Assoc-acdm, Never-married, Not-in-family, Black, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, 9th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Federal-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>80, Self-emp-not-inc, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, 11th, Never-married, Own-child, White, Male,Europe, <=50K
<=25, Private, HS-grad, Never-married, Own-child, Black, Male,North America, <=50K
<=25,Never-worked, HS-grad, Never-married, Own-child, Black, Male,North America, <=50K
>30 and <=40, Local-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>60 and <=70,Never-worked, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Divorced, Unmarried, White, Female,North America, <=50K
>30 and <=40, Federal-gov, Bachelors, Divorced, Not-in-family, White, Male,North America, >50K
>30 and <=40, Local-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Wife, White, Female,North America, >50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Some-college, Divorced, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, Black, Male,North America, <=50K
<=25, State-gov, Some-college, Married-civ-spouse, Wife, Black, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Divorced, Not-in-family, White, Female,North America, >50K
>40 and <=50, Federal-gov, HS-grad, Never-married, Not-in-family, Amer-Indian-Eskimo, Male,North America, <=50K
>50 and <=60, Federal-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>60 and <=70, Private, HS-grad, Divorced, Not-in-family, White, Female,North America, <=50K
<=25,Never-worked, Some-college, Never-married, Other-relative, Asian-Pac-Islander, Male,Asia, <=50K
>40 and <=50, Federal-gov, Some-college, Married-civ-spouse, Husband, Black, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Wife, White, Female,North America, >50K
>70 and <=80, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>70 and <=80, Private, HS-grad, Married-civ-spouse, Wife, White, Female,Europe, <=50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, Assoc-voc, Never-married, Not-in-family, White, Male,North America, <=50K
>60 and <=70, Local-gov, Some-college, Divorced, Not-in-family, Black, Female,North America, <=50K
>30 and <=40, Federal-gov, Masters, Married-civ-spouse, Husband, Black, Male,North America, <=50K
>60 and <=70, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, 11th, Separated, Not-in-family, Black, Male,North America, <=50K
>30 and <=40, Private, Assoc-voc, Never-married, Not-in-family, White, Female,North America, <=50K
>40 and <=50, State-gov, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,Antarctica, <=50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Assoc-acdm, Married-civ-spouse, Husband, Black, Male,North America, >50K
<=25, Private, 10th, Never-married, Own-child, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Married-civ-spouse, Wife, Black, Female,North America, <=50K
<=25, Private, Some-college, Separated, Own-child, White, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Not-in-family, White, Male,North America, <=50K
<=25,Never-worked, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, 9th, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, 11th, Married-spouse-absent, Own-child, Asian-Pac-Islander, Female,Asia, <=50K
>40 and <=50, Private, 1st-4th, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>25 and <=30,Never-worked, 5th-6th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>50 and <=60, Private, Masters, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Local-gov, Bachelors, Divorced, Unmarried, White, Female,North America, <=50K
>40 and <=50,Never-worked, Assoc-acdm, Never-married, Other-relative, White, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Divorced, Unmarried, Black, Female,North America, <=50K
