Month,DayofMonth,DayOfWeek,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-5,c-22,c-7,OO,DEN,MTJ,<=200,N
c-2,c-2,c-3,DL,ATL,IAD,>500 and <=600,Y
c-8,c-22,c-1,WN,BHM,LAS,>1500,N
c-6,c-11,c-6,MQ,DFW,GSP,>700 and <=1000,N
c-12,c-14,c-3,MQ,BTR,DFW,>300 and <=400,N
c-6,c-28,c-2,WN,RDU,BNA,>400 and <=500,Y
c-8,c-24,c-3,WN,SEA,MDW,>1500,N
c-7,c-23,c-7,DL,ATL,ROC,>700 and <=1000,Y
c-5,c-23,c-1,DL,FLL,JFK,>1000 and <=1500,N
c-2,c-20,c-7,XE,CLE,CLT,>400 and <=500,N
c-10,c-12,c-4,OO,RNO,SFO,<=200,N
c-1,c-8,c-6,WN,PHL,PVD,>200 and <=300,Y
c-5,c-6,c-6,AA,SJC,DFW,>1000 and <=1500,Y
c-6,c-9,c-4,AA,DCA,DFW,>1000 and <=1500,N
c-5,c-31,c-2,CO,CLE,MCO,>700 and <=1000,N
c-8,c-6,c-6,HP,PHX,PDX,>1000 and <=1500,Y
c-11,c-6,c-1,F9,DFW,DEN,>600 and <=700,N
c-8,c-30,c-3,UA,ORD,ALB,>700 and <=1000,N
c-5,c-16,c-1,CO,IAH,LAX,>1000 and <=1500,N
c-11,c-18,c-5,UA,ORD,LGA,>700 and <=1000,N
c-7,c-8,c-5,WN,SJC,MDW,>1500,N
c-6,c-14,c-2,WN,MDW,SEA,>1500,Y
c-10,c-22,c-7,WN,SMF,LAS,>300 and <=400,Y
c-9,c-17,c-7,EV,ATL,BGR,>1000 and <=1500,Y
c-3,c-24,c-5,MQ,DFW,LAW,<=200,N
c-2,c-7,c-1,WN,RNO,OAK,<=200,N
c-12,c-27,c-3,MQ,LAX,MRY,>200 and <=300,N
c-10,c-1,c-7,WN,SMF,SAN,>400 and <=500,N
c-8,c-14,c-1,FL,ATL,HPN,>700 and <=1000,N
c-8,c-25,c-5,NW,MEM,VPS,>300 and <=400,N
c-7,c-23,c-7,MQ,MDT,ORD,>500 and <=600,N
c-1,c-14,c-5,NW,DTW,PHL,>400 and <=500,N
c-4,c-21,c-4,NW,DTW,BWI,>400 and <=500,N
c-9,c-6,c-3,OH,JFK,BOS,<=200,N
c-9,c-14,c-4,OO,DEN,MSO,>600 and <=700,N
c-3,c-16,c-3,EV,ATL,ISP,>700 and <=1000,N
c-6,c-22,c-3,WN,BUR,SJC,>200 and <=300,N
c-7,c-1,c-5,HA,HNL,KOA,<=200,N
c-6,c-26,c-7,WN,PHX,SDF,>1500,N
c-4,c-5,c-2,MQ,EWR,BOS,<=200,N
c-4,c-11,c-1,MQ,SNA,SJC,>300 and <=400,N
c-9,c-5,c-2,WN,OAK,HOU,>1500,Y
c-6,c-16,c-5,OO,SMF,SLC,>500 and <=600,N
c-3,c-30,c-3,EV,MDT,ATL,>600 and <=700,N
c-10,c-14,c-6,MQ,TUL,DFW,>200 and <=300,N
c-2,c-2,c-4,FL,ROC,TPA,>1000 and <=1500,N
c-3,c-12,c-6,TZ,IND,PHX,>1000 and <=1500,N
c-11,c-2,c-3,MQ,CRP,DFW,>300 and <=400,N
c-9,c-9,c-6,CO,EWR,RSW,>1000 and <=1500,N
c-7,c-18,c-1,OH,CVG,TRI,>200 and <=300,N
c-3,c-28,c-2,AA,ORD,MSY,>700 and <=1000,Y
c-9,c-24,c-6,US,FLL,CLT,>600 and <=700,N
c-11,c-14,c-1,XE,SHV,IAH,<=200,N
c-12,c-8,c-5,XE,DAL,IAH,>200 and <=300,N
c-7,c-28,c-4,MQ,DFW,LBB,>200 and <=300,N
c-4,c-20,c-4,MQ,AUS,DAL,<=200,N
c-12,c-19,c-1,WN,PHX,BUR,>300 and <=400,N
c-12,c-17,c-7,UA,DEN,PHL,>1500,N
c-11,c-23,c-4,XE,PHX,IAH,>1000 and <=1500,N
c-8,c-4,c-4,OO,SFO,SMF,<=200,N
c-9,c-28,c-4,AA,MCO,ORD,>1000 and <=1500,Y
c-10,c-17,c-1,OH,LEX,DCA,>400 and <=500,N
c-7,c-1,c-6,US,PBI,CLT,>500 and <=600,N
c-2,c-24,c-4,US,DFW,PHL,>1000 and <=1500,N
c-11,c-24,c-5,DL,ATL,STL,>400 and <=500,N
c-7,c-14,c-4,F9,SFO,DEN,>700 and <=1000,N
c-10,c-26,c-3,OO,LAX,BFL,<=200,N
c-9,c-20,c-2,AS,ONT,SEA,>700 and <=1000,Y
c-4,c-30,c-7,CO,EWR,RSW,>1000 and <=1500,N
c-6,c-5,c-1,UA,SNA,SFO,>300 and <=400,N
c-9,c-9,c-5,DL,LAX,JFK,>1500,N
c-6,c-2,c-4,WN,AUS,HOU,<=200,N
c-5,c-30,c-2,OO,YUM,LAX,>200 and <=300,N
c-5,c-19,c-4,US,PHL,RDU,>300 and <=400,Y
c-12,c-27,c-3,WN,MCO,MSY,>500 and <=600,N
c-9,c-4,c-1,YV,PHX,MEM,>1000 and <=1500,N
c-8,c-5,c-5,DL,DCA,ATL,>500 and <=600,Y
c-2,c-6,c-1,MQ,DFW,PIT,>1000 and <=1500,N
c-12,c-2,c-5,US,CLT,ORF,>200 and <=300,N
c-9,c-13,c-2,AA,ORD,RDU,>600 and <=700,N
c-10,c-23,c-7,AA,DTW,DFW,>700 and <=1000,N
c-12,c-8,c-5,US,PHX,DEN,>600 and <=700,N
c-10,c-25,c-2,OH,HVN,CVG,>600 and <=700,N
c-6,c-27,c-1,US,PHL,MSP,>700 and <=1000,Y
c-12,c-13,c-3,US,DCA,SYR,>200 and <=300,N
c-8,c-23,c-2,F9,DEN,DFW,>600 and <=700,N
c-3,c-24,c-4,HA,KOA,HNL,<=200,N
c-3,c-26,c-7,DL,LIT,ATL,>400 and <=500,N
c-2,c-27,c-1,OO,SFO,FAT,<=200,Y
c-5,c-10,c-2,DL,BUF,ATL,>700 and <=1000,N
c-4,c-24,c-7,AA,PHX,ORD,>1000 and <=1500,N
c-8,c-19,c-6,XE,IND,CLE,>200 and <=300,N
c-5,c-26,c-4,EV,BTR,ATL,>400 and <=500,N
c-5,c-30,c-1,US,MHT,PHL,>200 and <=300,N
c-9,c-23,c-5,UA,DEN,IAD,>1000 and <=1500,N
c-4,c-15,c-6,F9,DEN,FLL,>1500,N
c-12,c-30,c-6,WN,BNA,JAX,>400 and <=500,N
c-2,c-7,c-1,NW,FNT,MSP,>400 and <=500,N
c-8,c-2,c-2,FL,ATL,MSY,>400 and <=500,Y
c-1,c-2,c-7,WN,ABQ,PHX,>300 and <=400,Y
c-1,c-27,c-4,WN,PHL,MCO,>700 and <=1000,N
c-12,c-18,c-7,WN,SAN,LAS,>200 and <=300,N
c-3,c-23,c-4,US,FLL,BOS,>1000 and <=1500,Y
c-1,c-20,c-4,MQ,SAN,LAX,<=200,Y
c-4,c-17,c-7,DL,BOS,FLL,>1000 and <=1500,N
c-1,c-11,c-3,UA,ORD,EWR,>700 and <=1000,Y
c-5,c-7,c-6,AA,PHX,DFW,>700 and <=1000,N
c-6,c-16,c-4,WN,SNA,PHX,>300 and <=400,N
c-7,c-22,c-6,MQ,DFW,HOU,>200 and <=300,Y
c-11,c-23,c-4,NW,MSP,GRB,>200 and <=300,N
c-1,c-21,c-6,XE,IAH,CHS,>700 and <=1000,N
c-6,c-26,c-1,UA,KOA,LAX,>1500,N
c-10,c-17,c-2,AA,TUL,ORD,>500 and <=600,N
c-8,c-13,c-7,WN,LAS,ABQ,>400 and <=500,Y
c-1,c-13,c-4,WN,SAT,HOU,<=200,N
c-6,c-10,c-5,FL,SFO,ATL,>1500,N
c-2,c-19,c-7,WN,AUS,HRL,>200 and <=300,Y
c-3,c-20,c-1,AA,IAH,MIA,>700 and <=1000,N
c-4,c-10,c-1,OH,CVG,LIT,>500 and <=600,N
c-8,c-12,c-5,CO,CLE,BOS,>500 and <=600,N
c-6,c-2,c-4,DH,IAD,HPN,>200 and <=300,N
c-10,c-19,c-4,DL,ATL,PHL,>600 and <=700,Y
c-10,c-16,c-1,WN,BNA,CLE,>400 and <=500,N
c-2,c-11,c-5,EV,CVG,VPS,>600 and <=700,N
c-4,c-19,c-3,CO,SNA,IAH,>1000 and <=1500,N
c-8,c-1,c-1,WN,LAX,OAK,>300 and <=400,N
c-7,c-7,c-4,WN,BWI,BHM,>600 and <=700,N
c-5,c-31,c-2,DL,MLB,ATL,>400 and <=500,Y
c-2,c-1,c-3,CO,IAH,ABQ,>700 and <=1000,Y
c-1,c-13,c-4,EV,DFW,SNA,>1000 and <=1500,N
c-10,c-14,c-5,TZ,MDW,EWR,>700 and <=1000,Y
c-3,c-30,c-4,UA,IAD,MCO,>700 and <=1000,N
c-6,c-8,c-3,MQ,DFW,SHV,<=200,N
c-2,c-21,c-1,OO,SFO,PDX,>500 and <=600,Y
c-8,c-7,c-7,CO,FLL,IAH,>700 and <=1000,N
c-6,c-10,c-5,F9,DEN,AUS,>700 and <=1000,Y
c-5,c-15,c-1,US,LAS,MIA,>1500,Y
c-4,c-28,c-5,UA,RSW,ORD,>1000 and <=1500,N
c-6,c-14,c-2,NW,MSP,PVD,>1000 and <=1500,Y
c-9,c-4,c-1,OH,BDL,CVG,>600 and <=700,N
c-12,c-22,c-4,US,LGA,BOS,<=200,N
c-5,c-12,c-5,WN,SLC,LAS,>300 and <=400,N
c-10,c-31,c-1,EV,ATL,MYR,>300 and <=400,N
c-9,c-27,c-3,DL,ATL,TYS,<=200,Y
c-11,c-26,c-7,US,IND,DCA,>400 and <=500,N
c-2,c-13,c-7,WN,IND,BWI,>500 and <=600,Y
c-1,c-25,c-3,UA,PDX,ORD,>1500,N
c-4,c-15,c-5,DL,FLL,JFK,>1000 and <=1500,N
c-12,c-28,c-3,OH,HPN,CVG,>500 and <=600,N
c-11,c-29,c-3,EV,PVD,ATL,>700 and <=1000,Y
c-7,c-3,c-7,MQ,LRD,DFW,>300 and <=400,N
c-1,c-1,c-6,CO,IAH,PHX,>1000 and <=1500,N
c-1,c-27,c-5,US,ATL,PHX,>1500,N
c-12,c-25,c-1,B6,BOS,LGB,>1500,N
c-1,c-11,c-3,MQ,DFW,SJT,>200 and <=300,N
c-5,c-5,c-4,DL,ATL,SJU,>1500,N
c-8,c-28,c-1,MQ,GRB,ORD,<=200,N
c-6,c-3,c-5,OO,BUR,SLC,>500 and <=600,N
c-9,c-2,c-6,WN,OAK,LAS,>400 and <=500,N
c-12,c-16,c-6,EV,ATL,MDW,>500 and <=600,N
c-2,c-21,c-1,WN,LAX,SJC,>300 and <=400,N
c-12,c-26,c-1,US,PHL,BOS,>200 and <=300,Y
c-7,c-11,c-1,NW,MSP,ORD,>300 and <=400,N
c-11,c-23,c-3,DH,ROC,IAD,>200 and <=300,N
c-1,c-25,c-2,US,ORD,PHL,>600 and <=700,N
c-3,c-21,c-2,MQ,ORD,CLE,>300 and <=400,N
c-9,c-5,c-1,US,PIT,CLT,>300 and <=400,N
c-6,c-1,c-3,OO,SFO,SMF,<=200,Y
c-6,c-14,c-2,FL,ATL,LAS,>1500,Y
c-10,c-12,c-4,AA,DFW,SEA,>1500,N
c-3,c-24,c-5,WN,SMF,SAN,>400 and <=500,N
c-5,c-6,c-5,OO,MOD,SFO,<=200,N
c-9,c-15,c-5,XE,RDU,CLE,>400 and <=500,N
c-1,c-10,c-1,AA,TUL,DFW,>200 and <=300,N
c-8,c-2,c-3,NW,TPA,MEM,>600 and <=700,N
c-10,c-29,c-7,AA,MIA,ORD,>1000 and <=1500,N
c-12,c-13,c-3,OO,ORD,CRW,>400 and <=500,Y
c-7,c-21,c-4,HP,PHX,GEG,>1000 and <=1500,N
c-5,c-5,c-4,DL,SLC,ATL,>1500,N
c-4,c-29,c-6,WN,TUS,LAX,>400 and <=500,N
c-5,c-15,c-1,UA,IAD,MSY,>700 and <=1000,N
c-7,c-22,c-6,US,GEG,PHX,>1000 and <=1500,N
c-4,c-2,c-7,AQ,HNL,LIH,<=200,N
c-6,c-9,c-4,OH,ATL,BWI,>500 and <=600,Y
c-11,c-3,c-5,OH,CVG,ROA,>200 and <=300,N
c-12,c-15,c-4,US,RDU,PHL,>300 and <=400,N
c-4,c-3,c-7,WN,PHX,MDW,>1000 and <=1500,Y
c-3,c-26,c-7,AA,DFW,LGA,>1000 and <=1500,N
c-7,c-1,c-5,OO,COS,DEN,<=200,Y
c-12,c-10,c-6,UA,SAT,DEN,>700 and <=1000,N
c-1,c-21,c-6,DL,FLL,BOS,>1000 and <=1500,N
c-5,c-1,c-1,MQ,MKE,ORD,<=200,Y
c-12,c-15,c-4,US,CLT,RDU,<=200,N
c-5,c-28,c-7,UA,SFO,SAN,>400 and <=500,N
c-10,c-15,c-7,UA,SFO,IAD,>1500,N
c-11,c-9,c-4,AA,MCO,DFW,>700 and <=1000,N
c-7,c-12,c-2,WN,SAN,SMF,>400 and <=500,N
c-5,c-24,c-2,NW,DTW,FNT,<=200,N
c-12,c-31,c-7,NW,MSP,ABQ,>700 and <=1000,Y
c-1,c-3,c-2,YV,CLT,IAD,>300 and <=400,N
c-7,c-29,c-5,WN,OKC,MCI,>300 and <=400,N
c-10,c-23,c-7,UA,ORD,CLE,>300 and <=400,N
c-8,c-1,c-2,AA,IND,DFW,>700 and <=1000,N
c-9,c-20,c-2,WN,MDW,MHT,>700 and <=1000,Y
c-5,c-4,c-3,UA,ORD,ALB,>700 and <=1000,N
c-6,c-5,c-1,MQ,DFW,ICT,>300 and <=400,Y
c-11,c-14,c-1,WN,BWI,PVD,>300 and <=400,N
c-6,c-16,c-5,WN,TPA,BWI,>700 and <=1000,N
c-4,c-27,c-4,OH,DCA,CMH,>300 and <=400,N
c-8,c-9,c-2,DL,BUR,ATL,>1500,N
c-8,c-25,c-4,UA,IAD,MDW,>500 and <=600,N
c-4,c-10,c-1,DL,JFK,MCO,>700 and <=1000,Y
c-7,c-13,c-3,AA,DFW,IAH,>200 and <=300,Y
c-9,c-15,c-5,WN,LAX,MDW,>1500,N
c-6,c-14,c-2,OO,SFO,MRY,<=200,N
c-12,c-22,c-4,B6,EWR,FLL,>1000 and <=1500,N
c-6,c-14,c-2,NW,MSP,CLE,>600 and <=700,N
c-5,c-29,c-1,XE,BDL,CLE,>400 and <=500,N
c-4,c-12,c-2,WN,MCI,IND,>400 and <=500,N
c-2,c-2,c-4,US,LGA,BOS,<=200,N
c-6,c-14,c-2,HP,PHX,OAK,>600 and <=700,Y
c-1,c-10,c-1,UA,SEA,SFO,>600 and <=700,N
c-12,c-12,c-2,MQ,DFW,LRD,>300 and <=400,N
c-6,c-1,c-4,DL,ATL,IAD,>500 and <=600,Y
c-12,c-31,c-7,CO,IAH,MCO,>700 and <=1000,N
c-8,c-20,c-6,AA,OMA,DFW,>500 and <=600,N
c-3,c-12,c-6,NW,DTW,MSP,>500 and <=600,Y
c-6,c-29,c-3,CO,ORD,IAH,>700 and <=1000,N
c-7,c-8,c-5,AA,LGA,DFW,>1000 and <=1500,N
c-11,c-24,c-4,AS,SFO,LAX,>300 and <=400,N
c-7,c-6,c-4,DL,ATL,MCI,>600 and <=700,N
c-3,c-18,c-5,DH,IAD,HPN,>200 and <=300,N
c-12,c-4,c-1,MQ,DFW,LIT,>300 and <=400,N
c-5,c-24,c-2,CO,DFW,EWR,>1000 and <=1500,N
c-3,c-8,c-2,AA,STL,DFW,>500 and <=600,N
c-5,c-14,c-7,US,LAX,LAS,>200 and <=300,N
c-12,c-28,c-4,UA,DFW,ORD,>700 and <=1000,N
c-7,c-23,c-7,UA,BOI,DEN,>600 and <=700,N
c-10,c-22,c-7,OH,LGA,RDU,>400 and <=500,Y
c-4,c-25,c-1,CO,IAH,SMF,>1500,Y
c-6,c-12,c-1,WN,SAN,LAS,>200 and <=300,N
c-10,c-16,c-1,CO,EWR,IAH,>1000 and <=1500,Y
c-9,c-23,c-5,AS,SEA,PHX,>1000 and <=1500,N
c-9,c-15,c-4,WN,PHX,LAS,>200 and <=300,Y
c-4,c-10,c-1,WN,MDW,FLL,>1000 and <=1500,N
c-8,c-7,c-1,CO,CLE,IAH,>1000 and <=1500,N
c-2,c-1,c-2,DL,SAV,ATL,>200 and <=300,N
c-9,c-2,c-5,WN,BWI,PHX,>1500,N
c-6,c-13,c-1,US,CLT,LGA,>500 and <=600,N
c-11,c-27,c-7,AA,MIA,EWR,>1000 and <=1500,Y
c-2,c-19,c-7,AA,DCA,DFW,>1000 and <=1500,Y
c-4,c-15,c-6,XE,IAH,TPA,>700 and <=1000,N
c-1,c-11,c-2,UA,SAN,DEN,>700 and <=1000,N
c-11,c-21,c-1,XE,CLE,MDT,>200 and <=300,N
c-1,c-31,c-2,NW,DTW,MEM,>600 and <=700,N
c-5,c-10,c-2,EV,CVG,AVL,>200 and <=300,N
c-6,c-29,c-4,AA,ORD,BOS,>700 and <=1000,N
c-1,c-5,c-4,OH,CVG,SGF,>400 and <=500,N
c-5,c-1,c-7,US,CHS,CLT,<=200,N
c-5,c-4,c-3,OH,AZO,CVG,>200 and <=300,N
c-1,c-4,c-3,DL,BOS,CVG,>700 and <=1000,N
c-7,c-29,c-6,FL,BWI,BOS,>300 and <=400,N
c-5,c-12,c-5,YV,ATL,IAD,>500 and <=600,Y
c-2,c-22,c-3,US,TPA,LAS,>1500,N
c-12,c-17,c-7,WN,MCI,DEN,>500 and <=600,N
c-10,c-22,c-7,B6,BUF,JFK,>300 and <=400,Y
c-9,c-27,c-2,OH,ATL,ROC,>700 and <=1000,N
c-4,c-3,c-7,XE,EWR,CVG,>500 and <=600,N
c-3,c-24,c-5,OO,RAP,SLC,>500 and <=600,N
c-3,c-2,c-3,AA,CLT,DFW,>700 and <=1000,Y
c-8,c-24,c-4,WN,MSY,LAS,>1500,Y
c-6,c-21,c-3,CO,MSY,IAH,>300 and <=400,N
c-2,c-28,c-1,FL,BWI,RSW,>700 and <=1000,N
c-2,c-23,c-3,AA,MEM,DFW,>400 and <=500,N
c-10,c-18,c-2,XE,IAH,PNS,>400 and <=500,N
c-6,c-23,c-5,OO,BFL,SFO,>200 and <=300,Y
c-11,c-13,c-1,WN,MDW,BWI,>600 and <=700,N
c-6,c-1,c-4,FL,ATL,MCO,>400 and <=500,N
c-5,c-16,c-1,B6,ROC,JFK,>200 and <=300,N
c-2,c-23,c-4,WN,SAN,SMF,>400 and <=500,N
c-2,c-15,c-2,MQ,HOU,DFW,>200 and <=300,N
c-8,c-26,c-6,YV,RDU,IAD,>200 and <=300,N
c-1,c-1,c-7,AA,DFW,ABQ,>500 and <=600,Y
c-5,c-16,c-1,AA,LAX,MCO,>1500,Y
c-1,c-4,c-2,MQ,DFW,LAW,<=200,N
c-6,c-5,c-1,CO,EWR,JAX,>700 and <=1000,N
c-6,c-14,c-3,AA,DFW,DCA,>1000 and <=1500,N
c-4,c-8,c-6,US,LAS,MIA,>1500,Y
c-12,c-24,c-7,UA,ORD,BDL,>700 and <=1000,N
c-4,c-8,c-6,US,PHX,ABQ,>300 and <=400,Y
c-6,c-29,c-3,NW,DTW,IND,>200 and <=300,N
c-12,c-7,c-3,WN,MDW,ALB,>700 and <=1000,N
c-1,c-23,c-1,OO,FAT,SLC,>500 and <=600,Y
c-8,c-6,c-7,US,LAS,OAK,>400 and <=500,N
c-10,c-2,c-1,WN,ISP,BWI,>200 and <=300,N
c-5,c-5,c-4,UA,ORD,TPA,>1000 and <=1500,N
c-1,c-26,c-4,WN,TPA,MHT,>1000 and <=1500,N
c-5,c-14,c-7,DL,SDF,ATL,>300 and <=400,N
c-11,c-22,c-3,FL,PIT,ATL,>500 and <=600,N
c-7,c-13,c-3,EV,CHO,ATL,>400 and <=500,N
c-10,c-22,c-7,DL,DFW,ATL,>700 and <=1000,N
c-7,c-24,c-7,AA,DFW,TUS,>700 and <=1000,N
c-7,c-11,c-1,XE,OKC,IAH,>300 and <=400,N
c-1,c-21,c-5,WN,MHT,LAS,>1500,N
c-2,c-20,c-7,XE,XNA,IAH,>400 and <=500,N
c-1,c-31,c-2,EV,ATL,MLU,>400 and <=500,N
c-10,c-20,c-5,OO,SFO,SBA,>200 and <=300,N
c-6,c-28,c-3,WN,LAX,MCI,>1000 and <=1500,Y
c-4,c-24,c-1,MQ,CID,DFW,>600 and <=700,N
c-9,c-5,c-2,AA,ORD,SFO,>1500,N
c-3,c-21,c-1,WN,AUS,PHX,>700 and <=1000,Y
c-4,c-20,c-3,OO,LAX,COS,>700 and <=1000,N
c-11,c-9,c-3,OH,CVG,FWA,<=200,N
c-8,c-1,c-2,AA,MCI,ORD,>400 and <=500,N
c-8,c-29,c-1,AS,SEA,FAI,>1500,Y
c-7,c-11,c-1,AS,SEA,BOI,>300 and <=400,N
c-7,c-31,c-1,EV,LGA,CAE,>600 and <=700,Y
c-5,c-18,c-3,AS,KTN,SEA,>600 and <=700,Y
c-9,c-30,c-5,UA,DEN,ABQ,>300 and <=400,N
c-3,c-5,c-6,EV,ISP,ATL,>700 and <=1000,N
c-5,c-30,c-1,DL,JFK,SFO,>1500,N
c-4,c-10,c-7,HP,SNA,LAS,>200 and <=300,N
c-9,c-25,c-1,YV,BMI,ORD,<=200,N
c-5,c-26,c-5,NW,ANC,MSP,>1500,N
c-6,c-13,c-1,NW,MSP,LAX,>1500,Y
c-7,c-29,c-5,WN,OAK,LAS,>400 and <=500,Y
c-6,c-16,c-4,WN,SAN,PHX,>300 and <=400,N
c-4,c-25,c-1,US,PIT,BOS,>400 and <=500,N
c-2,c-8,c-3,YV,GRB,ORD,<=200,Y
c-4,c-23,c-7,XE,BTR,IAH,>200 and <=300,N
c-7,c-29,c-5,AA,MCO,DFW,>700 and <=1000,Y
c-3,c-30,c-3,B6,BTV,JFK,>200 and <=300,N
c-4,c-27,c-4,OO,SFO,MOD,<=200,N
c-9,c-26,c-1,DL,ATL,TPA,>400 and <=500,N
c-9,c-29,c-4,US,BTV,PHL,>300 and <=400,N
c-12,c-22,c-4,AA,SMF,DFW,>1000 and <=1500,Y
c-6,c-28,c-2,WN,AUS,PHX,>700 and <=1000,N
c-7,c-31,c-1,WN,RDU,BNA,>400 and <=500,N
c-3,c-22,c-3,UA,MCO,ORD,>1000 and <=1500,N
c-5,c-12,c-4,US,MCO,DCA,>700 and <=1000,N
c-5,c-12,c-5,WN,LIT,LAS,>1000 and <=1500,N
c-3,c-28,c-2,US,CLT,ORF,>200 and <=300,N
c-5,c-10,c-2,US,CLT,BHM,>300 and <=400,N
c-3,c-29,c-3,AA,MIA,ATL,>500 and <=600,Y
c-2,c-4,c-5,DL,SAN,ATL,>1500,N
c-8,c-12,c-6,US,DCA,BOS,>300 and <=400,Y
c-8,c-3,c-4,EV,ATL,MLU,>400 and <=500,N
c-1,c-25,c-2,EV,DFW,BPT,>200 and <=300,Y
c-2,c-14,c-1,UA,IAD,FLL,>700 and <=1000,N
c-7,c-10,c-1,WN,PHL,LAS,>1500,Y
c-12,c-10,c-6,AA,SEA,DFW,>1500,N
c-2,c-7,c-1,HP,IAD,PHX,>1500,N
c-8,c-3,c-3,US,LGA,BUF,>200 and <=300,N
c-6,c-1,c-4,XE,MFE,IAH,>300 and <=400,Y
c-11,c-9,c-4,XE,CLE,IND,>200 and <=300,N
c-7,c-31,c-7,WN,STL,PHX,>1000 and <=1500,N
c-3,c-4,c-5,OH,CVG,MSN,>300 and <=400,N
c-2,c-21,c-1,DL,SNA,SLC,>500 and <=600,N
c-7,c-22,c-5,MQ,LGA,XNA,>1000 and <=1500,Y
c-12,c-1,c-4,MQ,DFW,EVV,>600 and <=700,N
c-2,c-24,c-5,WN,MDW,RDU,>600 and <=700,Y
c-1,c-7,c-5,DL,ATL,PHL,>600 and <=700,N
c-4,c-28,c-4,XE,IND,CLE,>200 and <=300,N
c-6,c-28,c-3,AA,ORD,RDU,>600 and <=700,N
c-7,c-25,c-2,UA,SFO,PDX,>500 and <=600,Y
c-2,c-20,c-1,UA,IAD,TPA,>700 and <=1000,N
c-7,c-13,c-3,OO,SLC,DEN,>300 and <=400,N
c-3,c-29,c-2,OH,LGA,GSO,>400 and <=500,Y
c-10,c-28,c-6,MQ,DFW,LBB,>200 and <=300,N
c-4,c-24,c-1,US,MCO,DCA,>700 and <=1000,N
c-12,c-26,c-2,CO,LAX,IAH,>1000 and <=1500,N
c-7,c-8,c-6,YV,IAD,BUF,>200 and <=300,N
c-3,c-24,c-4,MQ,DCA,JFK,>200 and <=300,N
c-1,c-9,c-7,HP,LAS,OAK,>400 and <=500,Y
c-2,c-9,c-3,CO,LGA,IAH,>1000 and <=1500,N
c-11,c-6,c-1,WN,OAK,LAS,>400 and <=500,N
c-7,c-22,c-5,AA,JFK,LAX,>1500,Y
c-4,c-3,c-7,WN,SJC,SAN,>400 and <=500,N
c-1,c-24,c-2,DL,PVD,ATL,>700 and <=1000,N
c-4,c-21,c-4,MQ,ORD,BUF,>400 and <=500,N
c-9,c-1,c-4,CO,CLE,BOS,>500 and <=600,N
c-7,c-18,c-2,MQ,CMH,LGA,>400 and <=500,Y
c-6,c-8,c-3,OO,SEA,GEG,>200 and <=300,N
c-12,c-12,c-2,DL,LGA,TPA,>1000 and <=1500,N
c-6,c-3,c-5,WN,MDW,STL,>200 and <=300,N
c-1,c-12,c-4,OH,CVG,OMA,>600 and <=700,N
c-1,c-7,c-5,US,PHX,PHL,>1500,Y
c-6,c-25,c-7,EV,BTR,ATL,>400 and <=500,N
c-8,c-10,c-3,AA,TPA,STL,>700 and <=1000,N
c-8,c-2,c-2,HP,PHX,SFO,>600 and <=700,N
c-8,c-23,c-3,WN,BWI,MHT,>300 and <=400,N
c-3,c-19,c-6,WN,CLE,MDW,>300 and <=400,Y
c-2,c-26,c-7,OH,CVG,MSN,>300 and <=400,N
c-8,c-18,c-5,OO,ORD,LEX,>300 and <=400,N
c-11,c-8,c-2,EV,HPN,ATL,>700 and <=1000,N
c-2,c-17,c-5,WN,OAK,ONT,>300 and <=400,N
c-6,c-10,c-6,EV,ATL,FAY,>300 and <=400,N
c-2,c-11,c-6,CO,SFO,CLE,>1500,N
c-8,c-20,c-6,CO,IAH,CLE,>1000 and <=1500,N
c-12,c-14,c-4,EV,CHA,ATL,<=200,N
c-9,c-28,c-4,OO,SMF,ACV,>200 and <=300,Y
c-5,c-16,c-2,WN,MCI,IND,>400 and <=500,N
c-6,c-19,c-1,B6,JFK,DEN,>1500,N
c-12,c-15,c-4,OO,FAT,LAX,>200 and <=300,N
c-2,c-10,c-5,XE,BWI,CLE,>300 and <=400,N
c-3,c-9,c-4,B6,IAD,BOS,>400 and <=500,N
c-5,c-15,c-1,AA,JFK,MIA,>1000 and <=1500,N
c-5,c-2,c-1,XE,CLE,MEM,>600 and <=700,N
c-8,c-3,c-4,US,ORD,PHX,>1000 and <=1500,N
c-3,c-23,c-3,NW,MSP,BZN,>700 and <=1000,N
c-9,c-10,c-7,OO,SLC,SNA,>500 and <=600,N
c-1,c-21,c-6,WN,OAK,BUR,>300 and <=400,N
c-6,c-12,c-1,DL,SLC,SJC,>500 and <=600,N
c-6,c-19,c-1,OO,MRY,LAX,>200 and <=300,N
c-7,c-17,c-7,AA,DFW,JFK,>1000 and <=1500,Y
c-11,c-18,c-5,MQ,ORD,DBQ,<=200,Y
c-12,c-16,c-5,MQ,ORD,FNT,>200 and <=300,N
c-9,c-11,c-1,UA,BUR,SFO,>300 and <=400,N
c-3,c-25,c-6,UA,OMA,ORD,>400 and <=500,N
c-11,c-13,c-7,DL,STL,ATL,>400 and <=500,N
c-12,c-2,c-6,UA,PHL,SFO,>1500,Y
c-6,c-21,c-3,DL,ORD,ATL,>600 and <=700,Y
c-6,c-16,c-5,OH,SDF,ATL,>300 and <=400,N
c-2,c-24,c-5,DL,DEN,CVG,>1000 and <=1500,N
